exporter_name,exporter_address,exporter_city,exporter_state,exporter_country,exporterLAT,exporterLONG,hazWasteDesc,totalQuantityinShipment,units_final,phase,ExpectedManagementMethod,receivingfacilityzipcode,ReceivingFacilityEPAIDNumber,importer_name,importer_address,importer_city,importer_state,latitude,longitude
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,21501,Liters,liquid,Destruction_Incineration,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,9464,Liters,liquid,Destruction_Incineration,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,20975,Liters,liquid,Destruction_Incineration,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,20975,Liters,liquid,Destruction_Incineration,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,20975,Liters,liquid,Destruction_Incineration,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,6920,Liters,liquid,Destruction_Incineration,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,9464,Liters,liquid,Destruction_Incineration,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,9464,Liters,liquid,Destruction_Incineration,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
TRI-ARROW INDUSTRIAL RECOVERY,13364 COMBER WAY,SURREY,BRITISH COLUMBIA,CANADA,49.1349182,-122.8518372,TOLUENE,25215,Liters,liquid,Recovery_Fuel_Blending,98421,WAD981769110,EMERALD SERVICES INC,1825 ALEXANDER AVE,TACOMA,WA,47.2697983,-122.39048
TRI-ARROW INDUSTRIAL RECOVERY,13364 COMBER WAY,SURREY,BRITISH COLUMBIA,CANADA,49.1349182,-122.8518372,TOLUENE,25434,Liters,liquid,Recovery_Fuel_Blending,98421,WAD981769110,EMERALD SERVICES INC,1825 ALEXANDER AVE,TACOMA,WA,47.2697983,-122.39048
TRI-ARROW INDUSTRIAL RECOVERY,13364 COMBER WAY,SURREY,BRITISH COLUMBIA,CANADA,49.1349182,-122.8518372,TOLUENE,25400,Liters,liquid,Recovery_Fuel_Blending,98421,WAD981769110,EMERALD SERVICES INC,1825 ALEXANDER AVE,TACOMA,WA,47.2697983,-122.39048
TRI-ARROW INDUSTRIAL RECOVERY,13364 COMBER WAY,SURREY,BRITISH COLUMBIA,CANADA,49.1349182,-122.8518372,TOLUENE,24370,Liters,liquid,Recovery_Fuel_Blending,98421,WAD981769110,EMERALD SERVICES INC,1825 ALEXANDER AVE,TACOMA,WA,47.2697983,-122.39048
TRI-ARROW INDUSTRIAL RECOVERY,13364 COMBER WAY,SURREY,BRITISH COLUMBIA,CANADA,49.1349182,-122.8518372,TOLUENE,25037,Liters,liquid,Recovery_Fuel_Blending,98421,WAD981769110,EMERALD SERVICES INC,1825 ALEXANDER AVE,TACOMA,WA,47.2697983,-122.39048
TRI-ARROW INDUSTRIAL RECOVERY,13364 COMBER WAY,SURREY,BRITISH COLUMBIA,CANADA,49.1349182,-122.8518372,TOLUENE,25828,Liters,liquid,Recovery_Fuel_Blending,98421,WAD981769110,EMERALD SERVICES INC,1825 ALEXANDER AVE,TACOMA,WA,47.2697983,-122.39048
TRI-ARROW INDUSTRIAL RECOVERY,13364 COMBER WAY,SURREY,BRITISH COLUMBIA,CANADA,49.1349182,-122.8518372,TOLUENE,24677,Liters,liquid,Recovery_Fuel_Blending,98421,WAD981769110,EMERALD SERVICES INC,1825 ALEXANDER AVE,TACOMA,WA,47.2697983,-122.39048
TRI-ARROW INDUSTRIAL RECOVERY,13364 COMBER WAY,SURREY,BRITISH COLUMBIA,CANADA,49.1349182,-122.8518372,TOLUENE,25415,Liters,liquid,Recovery_Fuel_Blending,98421,WAD981769110,EMERALD SERVICES INC,1825 ALEXANDER AVE,TACOMA,WA,47.2697983,-122.39048
AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.5197105,-79.8975296,TOLUENE,21388,Liters,liquid,Recovery_Fuel_Blending,45879,OHD005048947,SYSTECH CORP,RR#2 11397 COUNTY RD 176,PAULDING,OH,41.1794467,-84.6049518
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,9464,Liters,liquid,Destruction_Incineration,69145,NED981723513,CLEAN HARBORS ENVIRONMENTAL SERVICES INC,2247 SOUH HIGHWAY 71,KIMBALL,NE,41.2356682,-103.662323
CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981155,-79.6266479,TOLUENE,20377,Liters,liquid,Recovery_Fuel_Blending,45879,0HD005048947,SYSTECH CORP,RR#2 11397 COUNTY RD 176,PAULDING,OH,41.1794467,-84.6049518
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,21456,Liters,liquid,Destruction_Incineration,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,9464,Liters,liquid,Destruction_Incineration,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,9464,Liters,liquid,Destruction_Incineration,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,9464,Liters,liquid,Destruction_Incineration,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,21573,Liters,liquid,Destruction_Incineration,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,21573,Liters,liquid,Destruction_Incineration,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,21573,Liters,liquid,Destruction_Incineration,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,21573,Liters,liquid,Destruction_Incineration,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,9464,Liters,liquid,Destruction_Incineration,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,9464,Liters,liquid,Destruction_Incineration,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,9464,Liters,liquid,Destruction_Incineration,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
AIMCO SOLREC LTD,425 MOROBEL DRIVE,MILTON,ONTARIO,CANADA,43.5197105,-79.8975296,TOLUENE,23723,Liters,liquid,Recovery_Fuel_Blending,45879,OHD005048947,SYSTECH CORP,RR#2 11397 COUNTY RD 176,PAULDING,OH,41.1794467,-84.6049518
TRI-ARROW INDUSTRIAL RECOVERY,13364 COMBER WAY,SURREY,BRITISH COLUMBIA,CANADA,49.1349182,-122.8518372,TOLUENE,23557,Liters,liquid,Recovery_Fuel_Blending,98421,WAD981769110,EMERALD SERVICES INC,1825 ALEXANDER AVE,TACOMA,WA,47.2697983,-122.39048
TRI-ARROW INDUSTRIAL RECOVERY,13364 COMBER WAY,SURREY,BRITISH COLUMBIA,CANADA,49.1349182,-122.8518372,TOLUENE,22429,Liters,liquid,Recovery_Fuel_Blending,98421,WAD981769110,EMERALD SERVICES INC,1825 ALEXANDER AVE,TACOMA,WA,47.2697983,-122.39048
TRI-ARROW INDUSTRIAL RECOVERY,13364 COMBER WAY,SURREY,BRITISH COLUMBIA,CANADA,49.1349182,-122.8518372,TOLUENE,23375,Liters,liquid,Recovery_Fuel_Blending,98421,WAD981769110,EMERALD SERVICES INC,1825 ALEXANDER AVE,TACOMA,WA,47.2697983,-122.39048
SAFETY-KLEEN CANADA,2730 BOUL INDUSTRIEL,CHAMBLY,QUEBEC,CANADA,45.4318314,-73.2754745,TOLUENE,18927,Liters,liquid,Transfer_Stored_Bulk,7036,NJD002182897,SAFETY-KLEEN SYSTEMS INC,1200 SYLVAN STREET,LINDEN,NJ,40.613678,-74.252037
AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.5197105,-79.8975296,TOLUENE,20820,Liters,liquid,Recovery_Fuel_Blending,45879,OHD005043947,SYSTECH CORP,RR#2 11397 COUNTY RD 176,PAULDING,OH,41.1794467,-84.6049518
AIMCO SOLREC LTD,425 MOROBEL DRIVE,MILTON,ONTARIO,CANADA,43.5197105,-79.8975296,TOLUENE,20691,Liters,liquid,Recovery_Fuel_Blending,45879,OHD005048947,SYSTECH CORP,RR#2 11397 COUNTY RD 176,PAULDING,OH,41.1794467,-84.6049518
AIMCO SOLREC LTD,425 MOROBEL DR,MILTON,ONTARIO,CANADA,43.5197105,-79.8975296,TOLUENE,21009,Liters,liquid,Recovery_Fuel_Blending,45879,OHD005043947,SYSTECH CORP,RR#2 11397 COUNTY RD 176,PAULDING,OH,41.1794467,-84.6049518
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,21456,Liters,liquid,Destruction_Incineration,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,21456,Liters,liquid,Destruction_Incineration,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,21456,Liters,liquid,Destruction_Incineration,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,24806,Liters,liquid,Destruction_Incineration,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,24806,Liters,liquid,Destruction_Incineration,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,24806,Liters,liquid,Destruction_Incineration,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,24806,Liters,liquid,Destruction_Incineration,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,9464,Liters,liquid,Destruction_Incineration,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,21236,Liters,liquid,Destruction_Incineration,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,21236,Liters,liquid,Destruction_Incineration,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,21236,Liters,liquid,Destruction_Incineration,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
DANA CANADA CORP.,656 KERR ST.,OAKVILLE,ONTARIO,CANADA,43.4488411,-79.6915436,LEAD,15874,Liters,liquid,Recovery_Metals,44146,OHD986976348,AGMET METALS INC,9800 MEDUSA ST,OAKWOOD VILLAGE,OH,39.5922012,-84.2450027
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,21236,Liters,liquid,Destruction_Incineration,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,21100,Liters,liquid,Destruction_Incineration,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,21100,Liters,liquid,Destruction_Incineration,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,21100,Liters,liquid,Destruction_Incineration,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,21100,Liters,liquid,Destruction_Incineration,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,9464,Liters,liquid,Destruction_Incineration,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,19487,Liters,liquid,Destruction_Incineration,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,19487,Liters,liquid,Destruction_Incineration,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,19487,Liters,liquid,Destruction_Incineration,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,19487,Liters,liquid,Destruction_Incineration,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,9464,Liters,liquid,Destruction_Incineration,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,625,Liters,liquid,Destruction_Incineration,84029,UTD981552177,CLEAN HARBORS (ARAGONITE)/ LLC,11800 NORTH APTUS ROAD,GRANTSVILLE,UT,40.5999298,-112.4667587
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,750,Liters,liquid,Destruction_Incineration,84029,UTD981552177,CLEAN HARBORS (ARAGONITE)/ LLC,11800 NORTH APTUS ROAD,GRANTSVILLE,UT,40.5999298,-112.4667587
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,86251,Liters,liquid,Destruction_Incineration,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,81405,Liters,liquid,Destruction_Incineration,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,87583,Liters,liquid,Destruction_Incineration,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,85637,Liters,liquid,Destruction_Incineration,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,83317,Liters,liquid,Destruction_Incineration,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,78865,Liters,liquid,Destruction_Incineration,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,84596,Liters,liquid,Destruction_Incineration,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,85266,Liters,liquid,Destruction_Incineration,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,86466,Liters,liquid,Destruction_Incineration,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,1003,Liters,liquid,Destruction_Incineration,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,86239,Liters,liquid,Destruction_Incineration,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,83518,Liters,liquid,Destruction_Incineration,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,84381,Liters,liquid,Destruction_Incineration,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,85096,Liters,liquid,Destruction_Incineration,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,946,Liters,liquid,Destruction_Incineration,84029,UTD981552177,CLEAN HARBORS (ARAGONITE)/ LLC,11800 NORTH APTUS ROAD,GRANTSVILLE,UT,40.5999298,-112.4667587
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,750,Liters,liquid,Destruction_Incineration,84029,UTD981552177,CLEAN HARBORS (ARAGONITE)/ LLC,11800 NORTH APTUS ROAD,GRANTSVILLE,UT,40.5999298,-112.4667587
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,625,Liters,liquid,Destruction_Incineration,84029,UTD981552177,CLEAN HARBORS (ARAGONITE)/ LLC,11800 NORTH APTUS ROAD,GRANTSVILLE,UT,40.5999298,-112.4667587
AIMCO SOLREC LTD,425 MOROBEL DRIVE,MILTON,ONTARIO,CANADA,43.5197105,-79.8975296,TOLUENE,20668,Liters,liquid,Recovery_Fuel_Blending,45879,OHD005048947,SYSTECH CORP,RR#2 11397 COUNTY RD 176,PAULDING,OH,41.1794467,-84.6049518
AIMCO SOLREC LTD,425 MOROBEL DRIVE,MILTON,ONTARIO,CANADA,43.5197105,-79.8975296,TOLUENE,20517,Liters,liquid,Recovery_Fuel_Blending,45879,OHD005048947,SYSTECH CORP,RR#2 11397 COUNTY RD 176,PAULDING,OH,41.1794467,-84.6049518
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,4512,Liters,liquid,Destruction_Incineration,84029,UTD981552177,CLEAN HARBORS (ARAGONITE)/ LLC,11800 NORTH APTUS ROAD,GRANTSVILLE,UT,40.5999298,-112.4667587
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,20593,Liters,liquid,Destruction_Incineration,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,TOLUENE,20593,Liters,liquid,Destruction_Incineration,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
